operator,id,date,date_raw,username,title,full_text,company_reply,is_resolved,satisfaction,description_preview,keywords,view_count,upvote_count,url
VakifBank,34434824,2025-12-03,03 Aralık 2025 16:36,Bünyamin,VakıfBank Kampanya Şartlarına Rağmen Faizsiz Taksit Hakkım Tanımlanmadı,"VakıfBank uygulaması üzerinden bireysel emeklilik ödemesi yaptım. Yaklaşık olarak 10 adet bireysel emeklilik ödemesi yaptım. VakıfBank'ın 31 Mayıs'a kadar geçerli faizsiz iki taksit uygulamasına güvenerek bu ödemeleri yaptım ancak VakıfBank yapılan 10 adet ödemenin beşini faizsiz olarak taksitlendir
...","VakıfBank 03 Aralık 2025 16:36    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Bünyamin 04 Aralık 2025 10:51 Yıllardır 40 yıl bankanızın müşterisiyim aynı zamanda maaş müşterisiyim. Kredi notum çok yüksek, Bireysel emekliliği bankanız aracılığıyla yaptırdım. Kasım 2025 ayında BES ödemelerine 3 taksit kampanyası tarafıma tanımlandığı halde Aralık 5 taksit kampanyası neden tanımlanmadı. Acilen çözüm bekliyorum. Ödemeyi bir an önce yapabilmek için. Bünyamin 05 Aralık 2025 08:51 Sayın VakıfBank yetkilisi çözüm için henüz bir gelişme yok. Bünyamin 08 Aralık 2025 09:49 VakıfBank yetkilisi olumlu ya da olumsuz bir dönüş yapın lütfen Bünyamin 12 Aralık 2025 22:57 Olumlu ya da olumsuz cevap verin lütfen 
 Ona göre ödememi yapacağım başka banka bulayım Bünyamin 17 Aralık 2025 22:51 Merhaba Şikayetvar temsilcisi şikayetime hiçbir cevap alamadığım halde şikayeti yaptıktan 1 dakika sonra gelen otomatik cevapla şikayete cevap verildi gözükmesi hiç uygun değil. Lütfen VakıfBank tarafından çözüm sunulmadı, hatta cevap verilmedi olarak şikayetin durumunu düzeltiniz.",Çözüldü,1/5,"VakıfBank Troy kredi kartımla yapmayı planladığım bireysel emeklilik ara ödemesi için Aralık 2025 döneminde geçerli olan 5 ay faizsiz ödeme kampanyasından yararlanmak istiyorum. Kampanya, 1 Aralık 2025 – 31 Aralık 2025 tarihleri arasında geçerli olmasına ve tüm şartları eksiksiz olarak sağlamama rağ...",#Bireysel Emeklilik,864,,https://www.sikayetvar.com/vakifbank/vakifbank-kampanya-sartlarina-ragmen-faizsiz-taksit-hakkim-tanimlanmadi
VakifBank,34429428,2025-12-03,03 Aralık 2025 09:01,Basri,ATM’de Yutulan Param İçin Günlerdir Çözüm Sunulmuyor,"28 Kasım 2025 Cuma günü saat 15.00–15.30 arasında Gaziantep Şehitkamil İbrahimli şubesine ait VakıfBank ATM’sine 31.100 TL para yatırma işlemi yapmak isterken, param ATM tarafından yutuldu. Parayı hazneye koyduktan sonra ATM bir anda devre dışı kaldı. Bir süre beklememe rağmen ne para iade edildi ne
...","VakıfBank 03 Aralık 2025 09:01    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Basri 05 Aralık 2025 09:12 Çok teşekkür ederim",Çözüldü,5/5,"29 Kasım 2025 Cumartesi günü saat 23.06’da İzmir Aliağa şubesine ait VakıfBank ATM’sine, VakıfBank hesabıma 4.000 TL para yatırmak isterken param ATM...",#Para Yatırma,641,,https://www.sikayetvar.com/vakifbank/atmde-yutulan-param-icin-gunlerdir-cozum-sunulmuyor
VakifBank,34428884,2025-12-03,03 Aralık 2025 02:39,Özlem,VakıfBank Kredi Kartıma Haksız Yıllık Üyelik Ücreti Yansıtıldı,"Son dört hanesi 5797 olan, kullandığım VakıfBank Gold kredi kartımdan 1 Aralık 2025 tarihinde 669,00 TL kredi kartı yıllık üyelik ücreti yansıtılmıştır. Bu 669,00 TL tutarındaki aidat ücretinin, aşağıda belirtilen kanun hükümleri gereği ve ekstra bir şarta bağlanmaksızın iptal edilmesini talep ediyorum.'Tüketici Kanunu'nun 28 Mayıs 2014 tarihli ve 6502 sayılı 31. maddesinin 3. fıkrası gereği, kart çıkaran kuruluşlar, tüketicilere yıllık üyelik aidatı ve benzeri isim altında ücret tahsil etmedikleri bir kredi kartı türü sunmak zorundadır.' 4822 sayılı Kanun ile değişik 4077 sayılı Tüketicinin Korunması Hakkında Kanun'un sözleşmedeki haksız şartlar başlıklı 6. maddesi gereği, bankanızın almış olduğu üyelik ücreti herhangi bir hizmet karşılığı olmadığından, söz konusu sözleşme şartı önceden hazırlanmış, özellikle standart sözleşmede yer alması nedeniyle içeriğine etki edilmeyip müzakere edilemediğinden haksız şarttır.'13. Hukuk Dairesi'nin verdiği 2011/4736 esas, 2011/11579 sayılı son karara göre, söz konusu yıllık kart ücreti aidatının Borçlar Kanunu'nun 125. maddesi ve Hukuk Genel Kurulu'nun 2010/1-93-88 sayılı kararı uyarınca, geriye dönük kesilen kart aidatlarının da iadesi gerektiğine dair kesin hükmü bulunmaktadır.'Alınan aidat ücretlerinin tarafıma iadesi hususunda gereğinin yapılmasını talep ediyorum. Gerekli olduğu durumda yasal yollara başvuracağımı belirtir ve bu kartımı iptal edeceğimi beyan ederim.","VakıfBank 03 Aralık 2025 02:39    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden, Bize Ulaşın bölümünden, Müşteri İletişim Merkezimizden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Özlem 06 Aralık 2025 13:34 Teşekkürler ☺️",Çözüldü,5/5,,#Gold Kart,767,,https://www.sikayetvar.com/vakifbank/vakifbank-kredi-kartima-haksiz-yillik-uyelik-ucreti-yansitildi-3
VakifBank,34435542,2025-12-03,03 Aralık 2025 17:29,Cem,Hesabımda Haksız Blokaj Ve Yanlış Bilgilendirme Mağduriyeti,"VakıfBank’ta yaklaşık 5 yıldan fazla süredir maaş müşterisiyim. “Kazandıran Tarife” adı altında benden kesilen ücreti geri aldığım günden bu yana, kredi ve ek hesap gibi işlemlerde bana yüksek miktarda kredi tahsis ediliyor ve herhangi bir kampanyadan faydalanamıyorum. Oysa ödeme ve işlemlerimde hiç
...","VakıfBank 03 Aralık 2025 17:30    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden, internet sitemizde yer alan Bize Ulaşın bölümünden, Müşteri İletişim Merkezimizden ve Şubelerimizden de iletebilirsiniz.
Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",,1/5,Yaklaşık 5 yıldır maaş müşterisi olduğum VakıfBank ile yaşadığım son olaydan sonra bankayla tüm ilişkimi sonlandırma kararı aldım. 3–4 senedir ek hesap kullanıyorum ve her ayın 1’inde ek hesabımdan “ek hesap faiz tahakkuku” adı altında kullanılan tutarın faizini otomatik olarak tahsil ediyorsunuz. B...,#Ek Hesap,3544,,https://www.sikayetvar.com/vakifbank/hesabimda-haksiz-blokaj-ve-yanlis-bilgilendirme-magduriyeti
VakifBank,34432074,2025-12-03,03 Aralık 2025 13:12,Nurcan,Onayım Olmadan Yapılan Sigorta Ve Ücret İadesi Talebim,"VakıfBank üzerinden 28.11.2025 tarihinde mobil bankacılık kanalıyla 165.000 TL tutarında ihtiyaç kredisi kullandım. Krediyle birlikte tarafıma 1281115
...","VakıfBank 03 Aralık 2025 13:12    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden,  internet sitemizde yer alan Bize Ulaşın bölümünden, numaralı Müşteri İletişim Merkezimizden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Nurcan 03 Aralık 2025 13:28 Her yolu denedim müşteri iletişim merkezini de aradım beni başka bir ilin şubesine yönlendiriyorlar",Çözüldü,5/5,"01.12.2025 tarihinde VakıfBank mobil bankacılık kanalıyla 250.000,00 TL tutarında ihtiyaç kredisi kullandım. Krediyle birlikte tarafıma 12880275 numar...",#Ferdi Kaza Sigortası,871,,https://www.sikayetvar.com/vakifbank/onayim-olmadan-yapilan-sigorta-ve-ucret-iadesi-talebim-1
VakifBank,34422970,2025-12-02,02 Aralık 2025 16:36,Tevfik,Krediyle Zorunlu Sigorta Ve İptal Engeli Mağduriyeti,"VakıfBank’tan kullandığım ihtiyaç kredisi sırasında tarafıma Ferdi Kaza Sigortası yapılmış ve bu sigorta için hesabımdan toplam 8.130 TL tutarında kesinti gerçekleştirilmiştir. Bu sigortanın iptali ve kesilen ücretlerin iadesi için bankaya dilekçe vererek başvuruda bulundum; ancak talebim olumsuz ka
...","VakıfBank 02 Aralık 2025 16:36    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Tevfik 03 Aralık 2025 17:56 Türkiye Katılım sigortası adına yapılan ferdi kaza sigorta poliçe tutarı aynı gün iade edildi. Hayat sigortası tutarından haber yok. İletişime de geçilmedi.",Çözüldü,1/5,"27.11.2025 tarihinde VakıfBank üzerinden 240.000 TL tutarında ihtiyaç kredisi kullandım. Bu krediyle birlikte VakıfBank adına hayat sigortası, Katılım Sigorta adına ise Ferdi Kaza Sigortası poliçesi düzenlendi. Poliçelerin iptali için önce Katılım Sigorta’yı aradım ve ferdi kaza sigortasının iptali...",#İhtiyaç Kredisi,890,,https://www.sikayetvar.com/vakifbank/krediyle-zorunlu-sigorta-ve-iptal-engeli-magduriyeti
VakifBank,34424831,2025-12-02,02 Aralık 2025 19:05,Miraç,Onayım Olmadan Yapılan Ferdi Kaza Sigortası Ve İade Sorunu,"23.10.2025 tarihinde Türkiye Vakıflar Bankası üzerinden kredi kullandım. Kredi işlemi sırasında, tarafıma herhangi bir bilgilendirme yapılmadan 7.500 TL tutarında Ferdi Kaza Sigortası poliçesi düzenlenip ücret hesabımdan tahsil edildi (Poliçe No: 676503614). Bu durumu fark ettiğimde, müşteri hizmet
...","VakıfBank 02 Aralık 2025 19:05    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden, Bize Ulaşın bölümünden, Müşteri İletişim Merkezimizden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Miraç 05 Aralık 2025 19:53 İade işlemine onay vermediler. Ben de krediden cayma hakkımı kullandım. Ona rağmen poliçeyi iptal edip paranın iadesi 2 gün surdu.",,1/5,01.12.2025 tarihinde VakıfBank Erzincan Merkez Şubesi’nden kredi kullandım ve kredi kullanımı sırasında bilgim ve açık onayım dışında 12904461 numaralı Ferdi Kaza Sigortası poliçesi düzenlenerek 7.500 TL tutarında ücret kesintisi yapıldı. Bu sigortayı istemediğim halde otomatik olarak yapılmış olmas...,#Ferdi Kaza Sigortası,602,,https://www.sikayetvar.com/vakifbank/onayim-olmadan-yapilan-ferdi-kaza-sigortasi-ve-iade-sorunu
VakifBank,34423332,2025-12-02,02 Aralık 2025 17:02,Sergen,Onayım Olmadan Yapılan Ferdi Kaza Sigortası Kesintisinin İptalini Ve Ücret İadesini Talep Ediyorum,"23.04.2026 tarihinde VakıfBank üzerinden kredi kullanırken Ferdi Kaza Sigortası da zorunluymuş gibi işlem yapıldı. Aslında isteğe bağlı bir ürün olmasına rağmen, kredi kullanımı sırasında bu sigortayı almadan ilerleyemeyeceğim söylendi ve poliçe 941045643 numarasıyla düzenlendi. Krediyi kullandığım
...
2
Destek
1
Yorum","VakıfBank 02 Aralık 2025 17:02    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden, Bize Ulaşın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank  
Müşteri Memnuniyeti Sergen 02 Aralık 2025 22:19 Yaklaşık olarak 8 defa müşteri hizmetlerini aradım, söylemiş olduğunuz numarayı defalarca aradım kaç defa kayıt bıraktım bir çözüme kavuşamadım. Anladım ki benim gibi bu konuda çok sayıda mağdur var bir bankanın müşterilerine bu kadar mağdur etmesi ne kadar doğru. Verdiğiniz 3.89 kredi. Sanki bana 1.50 2.00 dan kredi verdiniz. Neyin özel tanımlı kredisi. Çok yazık ya bankanın haline acıyorum",,1/5,"21.11.2025 tarihinde VakıfBank internet bankacılığı üzerinden 110.000 TL tutarında, 12 ay vadeli ihtiyaç kredisi kullandım. Kredi işlemi sırasında onayım ve talebim olmadığı halde 7.500 TL tutarında Ferdi Kaza Sigortası kesintisi yapıldığını sonradan fark ettim. Bu sigortayı istemedim, tarafıma açı...",#Ferdi Kaza Sigortası,795,,https://www.sikayetvar.com/vakifbank/onayim-olmadan-yapilan-ferdi-kaza-sigortasi-kesintisinin-iptalini-ve-ucret-iadesini-talep-ediyorum
VakifBank,34421945,2025-12-02,02 Aralık 2025 15:23,Özge,Ferdi Kaza Sigortası İptalinde Mobil Ve Şube Arasında Çelişkili Yönlendirme,"05.01.2026 günü VakıfBank mobil uygulaması üzerinden 100.000 TL ihtiyaç kredisi kullandım ve bu işleme bağlı olarak 5.800 TL tutarında Ferdi Kaza Sigortası poliçesi düzenlendi. Aynı gün hem uygulama üzerinden hem de müşteri hizmetlerini arayarak bu sigortanın iptalini talep ettim. Saat 13:37’de gör
...
1
Yorum","VakıfBank 02 Aralık 2025 15:23    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Özge 03 Aralık 2025 13:48 Sorun çözüldü, teşekkürler",Çözüldü,5/5,,#Ferdi Kaza Sigortası,1950,,https://www.sikayetvar.com/vakifbank/ferdi-kaza-sigortasi-iptalinde-mobil-ve-sube-arasinda-celiskili-yonlendirme
VakifBank,34423927,2025-12-02,02 Aralık 2025 17:46,Duygu,VakıfBank Sky Limit İle Kredi Çekemiyorum,"VakıfBank mobil bankacılık üzerinden Sky Limitimi kullanarak kredi çekmek istiyorum ancak yaklaşık bir haftadır her denememde “Şu anda işleminizi gerçekleştiremiyoruz, lütfen daha sonra tekrar deneyiniz” hatasını alıyorum. Farklı zamanlarda defalarca denememe rağmen işlem hiçbir şekilde gerçekleşmi
...","VakıfBank 02 Aralık 2025 17:46    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden, Bize Ulaşın bölümünden, Müşteri İletişim Merkezimizden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",,3/5,"VakıfBank mobil bankacılık üzerinden Sky Limitimi kullanarak kredi çekmek istiyorum, ancak yaklaşık bir haftadır her denememde 'Şu anda işleminizi gerçekleştiremiyoruz, lütfen daha sonra tekrar deneyiniz' şeklinde hata alıyorum. Farklı gün ve saatlerde defalarca denememe rağmen işlem hiçbir şekilde...",#Kredi,5566,,https://www.sikayetvar.com/vakifbank/vakifbank-sky-limit-ile-kredi-cekemiyorum
VakifBank,34418295,2025-12-02,02 Aralık 2025 10:56,Beytullah,VakıfBank Kredi Kartıma Haksız Aidat Yansıtıldı İadesini Talep Ediyorum,"Her sene olduğu gibi, bu yıl da VakıfBank kartımdan habersizce yıllık kredi kartı aidatı çekilmiş. Geçen sene bu durumu iptal ettirmiştim. Sırf bu yüzden, bir daha olmayacağı söylenerek ücret iadesi yapıldı ve kartı kullanmam istendi. Ancak bu yıl da aynı şekilde ücret kesintisi yapılmış. Artık bu h
...","VakıfBank 02 Aralık 2025 10:56    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden, Bize Ulaşın bölümünden, Müşteri İletişim Merkezimizden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",,1/5,VakıfBank kredi kartımı yaklaşık 2 yıldır düzenli olarak kullanıyorum. 5 Ekim tarihinde gelen ekstrede yıllık kart aidatı yansıtıldığını gördüm ve bu ücreti haksız bulduğum için kabul etmiyorum. Herhangi bir kanaldan henüz bankayla görüşme yapmadım ancak kredi kartı aidatının tarafıma yansıtılmasın...,#Kredi Kartı,218,,https://www.sikayetvar.com/vakifbank/vakifbank-kredi-kartima-haksiz-aidat-yansitildi-iadesini-talep-ediyorum
VakifBank,34424486,2025-12-02,02 Aralık 2025 18:34,Zeynep,VakıfBank Worldcard Kart Aidatı İadesi Talebim Reddedildi,Kart aidatıVakıfBank Worldcard kredi kartıma 29 Kasım tarihinde 669 TL tutarında kart aidatı yansıtılmıştır. Kartınızı uzun süredir aktif olarak kullanıyorum ve daha önceki yıllarda alınan kart aidatları tarafıma iade edilmişti.Bu yıl yansıtılan aidat için de VakıfBankmüşteri hizmetlerini arayarak iade talebinde bulundum ancak şikayet kaydı açılmasına rağmen talebime olumsuz dönüş yapıldı. Bankanın uzun süreli müşterisi olmama ve kartı düzenli kullanmama rağmen bu tutarın iade edilmemesini kabul etmiyorum.VakıfBank Worldcard’ıma yansıtılan 669 TL kart aidatının tamamının iptal edilerek tarafıma iadesini talep ediyorum. Kart aidatımın iade edilmemesi durumunda ise VakıfBank Worldcard kredi kartımı iptal ettirmeyi düşündüğümü de belirtmek isterim.,"VakıfBank 02 Aralık 2025 18:34    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Zeynep 07 Aralık 2025 00:12 Kredi kartına olan borcumu ödeyip kredi kartımı iptal edeceğim. VakıfBank kartı asla kullanmayacağım Zeynep 12 Aralık 2025 23:26 Ücretim iade edilmediği için kartımı iptal edeceğim",Çözüldü,1/5,Kart aidatı VakıfBank Worldcard kredi kartıma 29 Kasım tarihinde 669 TL tutarında kart aidatı yansıtılmıştır. Kartınızı uzun süredir aktif olarak kullanıyorum ve daha önceki yıllarda alınan kart aidatları tarafıma iade edilmişti. Bu yıl yansıtılan aidat için de VakıfBank müşteri hizmetlerini aray...,#Worldcard,478,,https://www.sikayetvar.com/vakifbank/vakifbank-worldcard-kart-aidati-iadesi-talebim-reddedildi-1
VakifBank,34418930,2025-12-02,02 Aralık 2025 11:44,Arif,ATM'de Bloke Edilen Paranın İadesi Ve Müşteri Hizmetlerine Ulaşamama Sorunu,"21.08.2025 tarihinde İzmir Bölge Adliyesi’indeki VakıfBank ATM’sine 9.400 TL yatırmak istedim. Ancak ATM paramı yuttu ve sadece 4.400 TL iade edildi,
...","VakıfBank 02 Aralık 2025 11:44    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden, Bize Ulaşın bölümünden, Müşteri İletişim Merkezimizden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözüldü,5/5,28.11.2025 tarihinde saat 23.00 sularında tam ATM üzerinden VakıfBank hesabıma 6.400 TL para yatırma işlemi yaptım. İşlem sırasında ATM ekranında paraya banka tarafından el konulduğuna dair bir uyarı gördüm ve para hesabıma geçmedi. Bunun üzerine VakıfBank müşteri hizmetlerini arayarak kayıt açtırd...,#Para Yatırma,923,,https://www.sikayetvar.com/vakifbank/atmde-bloke-edilen-paranin-iadesi-ve-musteri-hizmetlerine-ulasamama-sorunu
VakifBank,34418897,2025-12-02,02 Aralık 2025 11:43,Dilek,"Mağduriyetim Giderilmiyor, Kredi Borcum Ertelensin","VakıfBank Ek taksitli ek hesap kullanıcısıyım. Hesabım hala taksitlendirmede iken iş değişikliği sebebiyle bir süre ödeyemedim. Bu ay tam olarak maaş aldım ve biriken 10 küsur bin taksit tutarını faizleri ile birlikte ödemeye çalıştım. Fakat hesaba girdiğimde toplam borcum olan 24-25 binin üzerine e
...
3
Destek
2
Yorum","VakıfBank 02 Aralık 2025 11:43    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",,1/5,VakıfBank Mersin şubesi müşterisiyim. Bankadan aradığını söyleyen ve numarası banka kredi servisi olarak görünen bir hattan 2 Ekim'de arandım. 3 Ekim'de hem savcılığa suç duyurusunda bulundum hem de bankaya resmi başvuru yaptım. Buna rağmen süreç boyunca bankadan hiçbir şekilde destek alamadım. Sky...,#Sky Limit,5181,,https://www.sikayetvar.com/vakifbank/magduriyetim-giderilmiyor-kredi-borcum-ertelensin
VakifBank,34422985,2025-12-02,02 Aralık 2025 16:43,Erhan,Yanıltıcı Bilgiyle Kredi Kartım Hâlâ Açılmadı,"VakıfBank kredi kartı borcumun yapılandırılması sürecinde tarafıma verilen yanlış ve yanıltıcı bilgiler nedeniyle resmi şikayetimi iletme gereği duydum.Askerî personel olarak görev yapmaktayım. Bankanızla yaptığım görüşmelerde, kredi kartı borcumu yapılandırmam halinde ve yapılandırılmış borcu düzenli ödemem veya erken kapatmam durumunda kredi kartımın tekrar açılacağının açıkça beyan edilmesi üzerine, bu taahhüde güvenerek yapılandırmayı kabul ettim ve ödemelerimi yerine getirdim. Buna rağmen kartım hâlâ kullanıma açılmamıştır.Bu süreçte bankanızla yaptığım her görüşmede farklı ve çelişkili bilgiler verildi. Bir yandan yapılandırma erken kapama tutarı ödendikten sonraki ilk hesap kesiminden sonra kartın açılacağı söylenirken, diğer yandan 'kart açılamaz', 'ek işlemler gerekir' gibi önceki beyanlarla tamamen zıt açıklamalar yapılmıştır. 21.11.2025 tarihli ve 9584971 takip numaralı, ayrıca 9604240 ve 9619960 numaralı başvurularımda da benzer içerikte standart mesajlar gönderilmiş, ancak verilen söz fiilen yerine getirilmemiştir.Askerî disiplin içinde görev yapan bir personel olarak, tarafıma verilen sözün tutulmaması ve her defasında farklı bilgi verilmesi benim açımdan kabul edilebilir değildir. Bu durum hem açık bir yanıltma hem de ciddi bir kurumsal tutarsızlık olarak değerlendirilebilecek niteliktedir ve bu süreçte mağdur edilmiş bulunmaktayım.Talebim, yapılandırma sürecinde tarafıma beyan edilen söz doğrultusunda kredi kartımın derhal tekrar kullanıma açılması, yanlış ve çelişkili bilgilendirmeye ilişkin gerekli soruşturmanın başlatılması, yaşanan mağduriyet ve bilgi kirliliği nedeniyle tarafıma bankanız tarafından resmi ve yazılı bir özrün iletilmesidir.","VakıfBank 02 Aralık 2025 16:43    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden, Bize Ulaşın bölümünden, Müşteri İletişim Merkezimizden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözüldü,5/5,"VakıfBank kredi kartı borcumun yapılandırılması sürecinde tarafıma verilen yanlış ve yanıltıcı bilgiler nedeniyle resmi şikayetimi iletme gereği duydum. Askerî personel olarak görev yapmaktayım. Bankanızla yaptığım görüşmelerde, kredi kartı borcumu yapılandırmam halinde ve yapılandırılmış borcu düz...",#Kredi Kartı,2453,,https://www.sikayetvar.com/vakifbank/yaniltici-bilgiyle-kredi-kartim-hala-acilmadi
VakifBank,34424809,2025-12-02,02 Aralık 2025 19:04,Cengiz,VakıfBank Ek Hesabımı Kapatamıyor Ve Yüksek Limitten Endişe Duyuyorum,"VakıfBank’ta uzun süredir kullanmadığım bir hesabım bulunuyor. Bu hesabı kapatmak istememe rağmen, hem müşteri hizmetleri hem de mobil uygulama üzerinden kapatma işlemini gerçekleştiremiyorum. Şubeye ve müşteri hizmetlerine başvurmama rağmen hesabım kapatılmadı ve herhangi bir çözüm sunulmadı. Üstel
...
1
Destek","VakıfBank 02 Aralık 2025 19:05    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden, Bize Ulaşın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Cengiz 04 Aralık 2025 09:31 Sorunum düzeldi Cengiz 05 Aralık 2025 19:34 Sağ olun",Çözüldü,5/5,,#Ek Hesap,1405,,https://www.sikayetvar.com/vakifbank/vakifbank-ek-hesabimi-kapatamiyor-ve-yuksek-limitten-endise-duyuyorum
