operator,id,date,date_raw,username,title,full_text,company_reply,is_resolved,satisfaction,description_preview,keywords,view_count,upvote_count,url
VakifBank,31181050,1/2/2025,02 Ocak 2025 15:49,Kamil,,,,Çözülmedi,,"08 Aralık 2024 tarihinde, VakıfBank'a ait, sonu 4377 ile biten kredi kartımdan 469 TL yıllık kart aidatı kesildiğini fark ettim. Toplamda 469 TL olan bu ücretin yasal düzenlemelere uygun olarak iptalini ve iadesini talep ediyorum. Tüketici Kanunu'nun 28 Mayıs 2014 tarihli ve 6502 sayılı 31. Maddesin...",#Kredi Kartı,582,1,
VakifBank,31181471,1/2/2025,02 Ocak 2025 16:22,Sena,Vakıf Bankası Mobil Uygulamada IBAN Görüntüleme Sorunu,"VakıfBank mobil bankacılığa yeni telefona geçtiğim için giriş yapamıyorum. Kimliğimi okutuyorum, onaylıyor fakat yüz tanıma defalarca denememe rağmen yüzümü tanımıyor. Uygulamaya hiçbir şekilde giriş yapamıyorum. Bu sorunuma en kısa sürede çözüm bulunmasını rica ediyorum. Lütfen acil bir çözüm bulun
...
1
Destek
3
Yorum","VakıfBank 02 Ocak 2025 16:22    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözülmedi,,Burs başvurusu için IBAN bilgisi ve isim soy isim içeren mobil bankacılık/hesap cüzdanı görüntüsüne ihtiyacım var. Vakıf Bankası'nın mobil uygulamasından maalesef temin edilmiyor. Vakıf Bankası'ndan bu konuda yardım bekliyorum. Tarafıma mail yolu ile geri dönüş yapılırsa çok memnun olurum. Yardımcı...,#Hesap,2267,,https://www.sikayetvar.com/vakifbank/vakif-bankasi-mobil-uygulamada-iban-goruntuleme-sorunu
VakifBank,31181900,1/2/2025,02 Ocak 2025 16:46,Rıdvan,,,,Çözülmedi,,"İyi günler VakıfBank. OYAK kaynaklı ek hesabım var, limitim 115 binde ve geçen yıldan beri değişmedi. Cenazem var, memleketteyim, acil ihtiyacım var. OYAK kaynaklı ek hesabımın limitinin yükseltilmesini talep ediyorum. OYAK bana 137 bin ek hesap limiti vermiş, memurum, her ay faizi kesiliyor da ayrı...",#Ek Hesap,8415,0,
VakifBank,31182278,1/2/2025,02 Ocak 2025 17:12,Mehmet,,,,Çözülmedi,,"OYAK VakıfBank'ta bulunan banka kaynaklı eksi hesabımı yapılandırmak istiyorum. Faiz oranı çok yüksek hesaplanıyor, bu hiç adil değil. Bunun için ödemeyi taksit olarak yapmak istiyorum. Faiz oranı diğer bankalara göre çok yüksek. Bir de biz OYAK'ın daimi üyesiyiz ve her ay sıcak aidat kesintisi yapı...",#Bireysel Kredi,3224,1,
VakifBank,31182675,1/2/2025,02 Ocak 2025 17:52,Naciye,Borç Yapılandırmasında Zorluklar Ve Acil Çözüm Talebi,"Maddi durumumun sıkıntıya düşmesinden kaynaklı olarak, kredilerimi ödeyemiyorum. 60 ay vade ile yapılandırma talebinde bulundum. Fakat 12 ay dan fazla
...","VakıfBank 02 Ocak 2025 17:52    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Naciye 04 Ocak 2025 18:16 Nasıl bir inceleme yapıyorsunuz ki, dönüş dahi sağlamadınız. Gecikme faizleri islemeye devam ediyor. Acil geri dönüş bekliyorum Naciye 06 Ocak 2025 10:39 Ben borcumu ödemek istiyorum diyorum, onlar BDDK kuralları gereği talebinize olumlu dönüş yapamıyoruz diyor. Peki bu BDDK kuralları borcunuzu ödemeye çalışan birilerine yardımcı olmalısınız demiyor mu? Bu çözümü ben internetten okuyup kendim de bulabilirdim. Her şey sizin elinizde. Ve siz çözüm odaklı bir firma değilsiniz.",Çözüldü,1,"Maddi durumumun sıkıntıya düşmesinden kaynaklı olarak, açık hesap ve kredilerimi ödeyemiyorum. 60 ay vade ile yapılandırma talebinde bulundum. Fakat 12 ay dan fazla yapılandırma yapamayacaklarını bildirdiler. Kredilerimin vadesi zaten 12 ay. Ödeyebilsem neden bu şekilde bir talepte bulunayım. Ödeme...",#Bireysel Kredi,5336,,https://www.sikayetvar.com/vakifbank/borc-yapilandirmasinda-zorluklar-ve-acil-cozum-talebi
VakifBank,31183390,1/2/2025,02 Ocak 2025 18:54,Bilal,,,,Çözülmedi,,4-5 yıldır VakıfBank müşterisiyim. Şu ana kadar EFT havale ücreti alınmıyordu fakat01.01.2025 itibariyle ücret alınmaya başlandı? Aynı bankaya bile ücret almaya başladı. Mesai saatleri içerisinde atmama rağmen yinede kesti. Bütün faturalarım bütün işlemlerimi VakıfBank'tan yapmama rağmen? Böyle deva...,#Havale,1018,1,
VakifBank,31185302,1/2/2025,02 Ocak 2025 22:09,Ozan,VakıfBank Taksitlendirme Sorunu Ve Güven Kaybı,"VakıfBank sağlık harcaması vade farksız 5 Taksit imkanından faydalanmak için, 12.12.2024 saat 08:39 saatinde 29 bin tl sağlık harcaması yaptık fakat 36 saatlik süre içinde işlem hala provizyon gözüküyordu. 16:00 sularında aradım durumu anlattım müşteri hizmetlerine Sorun için kayıt oluşturdum bana g
...","VakıfBank 02 Ocak 2025 22:09    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti Ozan 04 Ocak 2025 22:21 Kimse aramadı. Kendi sitelerinden de yazdım cevap vermeye tenezzül bile etmediler. Borcumu bitirip kartımı iade edip hesabımı kapatacağım. Ozan 09 Ocak 2025 15:12 VakıfBank yetkililerine çok teşekkür ederim. Aldığım işitme cihazı bedelini faizsiz 5 taksit olarak düzenlediler.",Çözüldü,5,,#Worldcard,2761,,https://www.sikayetvar.com/vakifbank/vakifbank-taksitlendirme-sorunu-ve-guven-kaybi
VakifBank,31186055,1/2/2025,02 Ocak 2025 23:33,Eda,,,,Çözülmedi,,"Sonu 5553 olan Troy VakıfBank kartımdan yıllık üyelik aidatı adı altında para çekilmiştir. Her şeye fazla fazla para ödüyorsak kart kullanmanın mantığı ne? Aidat ücretinin, Tüketici Kanunu 28 Mayıs 2014 31. Madde 3. Fıkra gereği ve ekstra hiçbir şarta bağlanmaksızın iptal edilmesini talep ediyorum....",#Kredi Kartı,755,1,
VakifBank,31186654,1/3/2025,03 Ocak 2025 00:53,Bilal,,,,Çözülmedi,,Maaş müşterisi olduğum VakıfBank tarafından maaşımdan trigger takipli müşteri tahsilatı adı altında hesabıma gelen para kesilmiştir. Kredi kartı borcu yüzünden icra kesintisi her ay düzenli olarak kesilmekte maaşımın 4/1 kesilirken bu kesinti usulsüz ve hukuka aykırıdır. Kesilen miktarların tarafım...,#Kredi Kartı,3107,0,
VakifBank,31186760,1/3/2025,03 Ocak 2025 01:11,Abdullah,,,,Çözülmedi,,"Troy Kredi kartına egitim harcamasına 8 taksit kampanyasına katildim. Novakid/school firmasından 24.586 Tl. Lik egitim urunu satin aldım fakat 8 taksit yapılmadı. Müşteri temsilcisine aramama ve VakıfBank'ın ""Bize yazın"" kısmından talep oluşturmama rağmen yaptığım harcama halen 8 taksite bölünmedi....",#Kredi Kartı,2561,0,
VakifBank,31186957,1/3/2025,03 Ocak 2025 01:58,Erdal,,,,Çözülmedi,,"Ben Erdal A***. VakıfBank kredi kart aidatı her yıl geliyor. BDDK bunu iptal ettiği halde halen alıyorsunuz. Ben kart aidatı ödemek istemiyorum, bu yasal değil. Derhal kart aidatı ücreti olan 389 TL'yi kaldırın, yoksa hukuki mercilere suç duyurusunda bulunacağım. Bir dünya faiz ödüyoruz, bir de kart...",#Kredi Kartı,371,1,
VakifBank,31187251,1/3/2025,03 Ocak 2025 04:00,Ramazan,,,,Çözülmedi,,VakıfBank bankomat kartımda hesabınızda aksama bulunduğundan işlem yapılamıyor. Uyarısı veriyor. Ben hiçbir yerde tahakkuk ta bulunup gecikme yapmadım. Öyle bir durumda banka kendisi otomatik kesinti yapıyor zaten ama neden bana uyarı yapılmadan hesabım kapatılıyor anlamadım. Bu konu ile ilgili bilg...,#Hesap,3839,0,
VakifBank,31187538,1/3/2025,03 Ocak 2025 08:34,Serdar,VakıfBank Mobil Uygulama Erişim Sorunu: Rootlu Cihaz Engeli,VakıfBank mobil uygulamasına giriş yapamıyorum. Telefonum rootlu olduğu için giriş yapmama izin verilmediği yazıyor. Bu durumun düzeltilmesini istiyorum. Acilen bu konuda yardım edilmesini bekliyorum. Ödemeleri falan nasıl yapacağız. Bu sorunu nasıl çözeceğiz.,"VakıfBank 03 Ocak 2025 08:34    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözülmedi,1,VakıfBank mobil uygulamasına giriş yapamıyorum. Telefonum rootlu olduğu için giriş yapmama izin verilmediği yazıyor. Bu durumun düzeltilmesini istiyorum. Acilen bu konuda yardım edilmesini bekliyorum. Ödemeleri falan nasıl yapacağız. Bu sorunu nasıl çözeceğiz,#Banka Kartı,2916,,https://www.sikayetvar.com/vakifbank/vakifbank-mobil-uygulama-erisim-sorunu-rootlu-cihaz-engeli
VakifBank,31189742,1/3/2025,03 Ocak 2025 12:51,Şahabettin,,,,Çözülmedi,,VakıfBank maaş müşterisiyim 2 yok önce kredi çekip erken kapama yaptım kredi çekerken isteğe bağlı olmasına rağmen hayat sigortası ve halden anlayan paket adı altında zorunlu kesinti yapıldı. Krediyi kapatacağım için hayat sigortasını iptal ettim. Halden anlayan paket içeriği de havale EFT de kesint...,#Kredi,4691,0,
VakifBank,31190095,1/3/2025,03 Ocak 2025 13:23,Muhammed,,,,Çözülmedi,,"Kamu çalışanıyım maaş hesabım bankanızda ve şu an icra takibindeyim. Hesabıma para girişi olduğunda Takipli Müşteri Tahsilatı adı altında Takip Tahsilat İşlemi/Otomatik Trigger Tahsilatı, Trigger Otomatik Tahsilat Yapma açıklaması ile havale Olduğunda para kesilmektedir. Şu an icrada maaşıma zaten h...",#İcra Borcu Ödeme,10263,0,
VakifBank,31190702,1/3/2025,03 Ocak 2025 14:20,Hasan,,,,Çözülmedi,,VakıfBank'tan bana tanımlanan sky limitimi kullanamıyorum. 1 hafta öncesine kadar kullanabilirken şimdi niye kullanamıyorum? VakıfBank yetkililerinden...,#Sky Limit,2515,1,
VakifBank,31192138,1/3/2025,03 Ocak 2025 16:04,Abdurrahman,,,,Çözülmedi,,"Sayın Yetkili, 3 yıldan beri bankkartı, kredi kartı ve yatırım hesaplarımı VakıfBank'tan kullanmaktayım. Bu zamana kadar işlem ücreti alınmamaktaydı. Zaten bu bankayı seçme nedenim de buydu. Fakat, 2025 yılında hangi işlemi yaparsam yapayım masraf tahsilatı adı altında işlem ücreti alınmaktadır....",#Banka Kartı,984,0,
VakifBank,31192253,1/3/2025,03 Ocak 2025 16:21,Birol,VakıfBank'ın Kredi Başvurusunda Eş KKB Sorunu,"VakıfBank'a hazine bakanlığının yönlendirmesiyle KGF kadın girişimci desteği başvuruma, eşimin bilgileri üzerinden giriş yapıp ret etmiş. Kadın girişimci desteğini eşimin bilgileriyle girmek nasıl bir anlayıştır. Benim kendi bilgilerimi X üzerinden müşteri temsilcisine iletsem de bir sonuç alamadım.
...","VakıfBank 03 Ocak 2025 16:21    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözülmedi,1,"VakıfBank esnaf destek kredisi başvurumda, eş KKB sorunu gibi bir bahane sunulması çok saçma bir durum. Şirketimde eşimin hissesi yok. Binbir güçlükle büyüttüğüm şirketim için kredi lazım oldu diye VakıfBank'tan uygun vade nedeniyle başvuru yaptım. Müdürlük cevabı ise eş KKB'si uygun değil.",#Esnaf Kredisi,10407,,https://www.sikayetvar.com/vakifbank/vakifbankin-kredi-basvurusunda-es-kkb-sorunu
VakifBank,31192651,1/3/2025,03 Ocak 2025 16:47,Aytaç,,,,Çözülmedi,,"VakıfBank kazandıran tarife iptali yapmak istiyorum. 767.50TL kesildi, kredi ihtiyaç olduğu için çekiyoruz ve bir de üzerine tarife kesiyorsunuz, gerek olduğunu düşünmüyorum. Tarife iptali olmazsa kredi iptali gerçekleştireceğim, lütfen gerekeni yapın. Müşteri hizmetleri bu konularda hiç yardımcı ol...",#Kazandıran Tarife,22053,1,
VakifBank,31194107,1/3/2025,03 Ocak 2025 18:51,İbrahim,VakıfBank Ek Hesap Borç Yapılandırması Sorunu,"VakıfBank ek hesap borcumu yapılandırmak istiyorum. Maaş müşterisiyim. Sürekli aksaklıktan dolayı yapılamıyor deniliyor. Kredi aylık tutarı çok az, ödenecek miktar yüksek. Ek hesabı kullandım, şimdi de taksitli ödeme seçeneği sunmuyor. Borcu ödemek için çabalıyoruz ama sürekli bir engel çıkıyor. Lüt
...
5
Destek
1
Yorum","VakıfBank 03 Ocak 2025 18:51    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözülmedi,1,"VakıfBank'ta yer alan kredi kartım ve ek hesabımı yapılandırdım ve düzenli olarak ödeme yoluna girdim. Ancak OYAK Kaynaklı Borç Verme Hizmeti'nde yer alan ek hesabımda birikmiş borcum ve yapılandırmada bu hesap dahil edilmedi. 31 Aralık tarihine kadar ödenmesi gerektiği, aksi takdirde hesabın tasfiy...",#Ek Hesap,14902,,https://www.sikayetvar.com/vakifbank/vakifbank-ek-hesap-borc-yapilandirmasi-sorunu
VakifBank,31196042,1/3/2025,03 Ocak 2025 21:56,Mustafa,,,,Çözülmedi,,"Kamu çalışanıyım maaş hesabım bankanızda ve şu an icra takibindeyim. Hesabıma para girişi olduğunda Takipli Müşteri Tahsilatı adı altında Takip Tahsilat İşlemi/Otomatik Trigger Tahsilatı, Trigger Otomatik Tahsilat Yapma açıklaması ile havale Olduğunda para kesilmektedir. Dosyanız borcuma faiz koyark...",#İcra Borcu Ödeme,6758,0,
VakifBank,31196273,1/3/2025,03 Ocak 2025 22:25,Derya,,,,Çözülmedi,,Merhaba. VakıfBank MilPlus kredi kartını kullanıyorum. 30 Aralık 2024 tarihinde kartıma 649 TL Yıllık Kart Aidatı ücreti yansımış. Temsilci olumlu olmadığını harcama sözü kampanyasına katılırsanız iade olur diye beni zorunlu bırakıyor. Harcama sözüne katılmak kesinlikle istemiyorum. Bankanızla yatır...,#Milplus,127,1,
VakifBank,31197588,1/4/2025,04 Ocak 2025 00:52,Yunus,,,,Çözülmedi,,"Eksi hesabımdan yani KMH'dan 22 Aralık 2024 tarihinde 200.000 tutarında nakit kullandım ve 31 Aralık 2024'te KMH faiz tutarı 4.766,72 TL geldi. Faiz oranı %5 olduğundan ve hala aynı reklam ve iddiada sevgili bankamız, 9 gün hesaplandığında (ki eşim de bankacı, buranın altını çizdim) günlük 200 bine...",#Ek Hesap,11859,0,
VakifBank,31198586,1/4/2025,04 Ocak 2025 08:41,Yusuf,,,,Çözülmedi,,02.01.2025 tarihinde VakıfBank Troy kartım ile 50.000 TL lik eğitim harcaması yaptım. Ve bu harcamayı yapmadan önce müşteri hizmetlerini arayarak Troy kartıma taksit imkanı var mı diye sorduğumda 8 taksit olabilir şeklinde cevap aldım. Fakat temsilci bana pos cihazının mutlaka eğitim pos u olması ge...,#Troy Kart,5691,0,
VakifBank,31198930,1/4/2025,04 Ocak 2025 10:14,Murat,,,,Çözülmedi,,"Salt altın hesabını nasıl satabiliyoruz, anlamadım. Aldım ama çok bir bilgim olmadan ve çok zarar ettim. Alır almaz altın hesabı çok kötü. Bankanın bu makas aralığı düzeltilmesi lazım. Yoksa burada işlem yapmak saçmalık olur. Niye bu kadar zarar edilir ki?",#Altın,867,0,
VakifBank,31205292,1/4/2025,04 Ocak 2025 21:18,Ramazan,,,,Çözülmedi,,,#Kredi Kartı,1425,0,
VakifBank,31205846,1/4/2025,04 Ocak 2025 22:20,Mehmet,,,,Çözülmedi,,VakıfBank'tan bana tanımlanan sky limitimi kullanamıyorum. 1 hafta öncesine kadar kullanabilirken şimdi niye kullanamıyorum? VakıfBank yetkililerinden acil dönüş bekliyorum. Lütfen bu sorunu çözün. 1 hafta öncesinde kullanabildiğim sky limiti şimdi nasıl kullanamıyorum? Anlamış değilim.,#Bireysel Kredi,207,0,
VakifBank,31207326,1/5/2025,05 Ocak 2025 01:54,Cuma,,,,Çözülmedi,,"Hayırlı geceler, ben VakıfBank Kahramanmaraş Meydan şubesi müşterisiyim ve ek hesap kullandım. Şu anda da ödeyemez duruma geldim. Borcumu ödeme taraftarıyım ama ekonomik sıkıntılar yüzünden bir anda ödeyemiyorum ve 60 ay yapılandırmadan yararlanamıyorum. Bugüne kadar hiç geciktirmemişim, sizi incitm...",#Ek Hesap,9976,0,
VakifBank,31207394,1/5/2025,05 Ocak 2025 01:59,Levent,VakıfBank Hesabımda Anlam Veremediğim Bloke Sorunu,Hesabımda bloke var sebebi nedir? VakıfBank hesabınız blokeli olduğundan kredi kullandırımı yapılamamaktadır. Uyarısı alıyorum. Bankanıza ufak bir borcum var ödemesi gecikmeden yapılıyor. Ancak uzun zamandır bankanızı kullanıyorum direk böyle bir uyarıyla karşılaştım. Yardımlarınızı rica ederim.,"VakıfBank 05 Ocak 2025 01:59    (Şikayetten 1 dakika sonra) Sayın Müşterimiz, ilettiğiniz başvurunuz Bankamızın inceleme ekiplerine iletilmiştir.

Bankamız ürün ve hizmetleri ile ilgili şikayet, öneri ve taleplerinizi İnternet Bankacılığı ve Mobil Bankacılıkta yer alan Bize Yazın bölümünden ve Şubelerimizden de iletebilirsiniz.

Saygılarımızla.

VakıfBank
Müşteri Memnuniyeti",Çözülmedi,3,Hesabımda bloke var sebebi nedir? VakıfBank hesabınız blokeli olduğundan kredi kullandırımı yapılamamaktadır. Uyarısı alıyorum. Hiçbir yere borcum yok çözemiyorum. Bir türlü bakiyemin bir kısmında düşük görünmekte. Yardımlarınızı rica ederim. Araya bileceğim br yer var mı,#Kredi,4251,,https://www.sikayetvar.com/vakifbank/vakifbank-hesabimda-anlam-veremedigim-bloke-sorunu
VakifBank,31207416,1/5/2025,05 Ocak 2025 02:05,Ömer,,,,Çözülmedi,,"VakıfBank yatırım hesabı üzerinden ""yatırım işlem ve saklama ücreti"" ibaresi ile 12 TL'lik kesinti yapılmıştır. Bu kesinti her ayin 6sında kesilmeye başlandı. Bu ücret bu yıl kesilmeye başlanmış olup neye istinaden yapıldığı açıklanamamıştır. Bu yıl toplam 6 kez kesilmiş olup tamamen tesadüfi bir şe...",#Yatırım Hesabı,753,1,
VakifBank,31208205,1/5/2025,05 Ocak 2025 10:16,Behiye,,,,Çözülmedi,,"VakıfBank maaş müşterisiyim. Malum, maaşlar kuş gibi kalınca ben de ek hesap kullandım. Ek hesap borcunu ödeyebileceğim taksitler halinde ödemek istiyorum. 12 taksit ile ödemem mümkün değil, taksit miktarı maaşa denk geliyor. Ödemede yardımcı olunmasını istiyorum.",#Ek Hesap,2111,0,
